provider,geography,region,location,latitude,longitude,instance_type,hourly_cost_usd,compute_capability,gpu_power_watts,electricity_price_kwh
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","T4-16GB","0.811","60","70","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","RTX-4090","1.591","88","450","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","P4-8GB","0.487","50","75","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","RTX-3080","1.119","78","320","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","A100-80GB","3.237","95","400","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","L4-24GB","0.877","65","72","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","L40-48GB","2.567","85","300","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","V100-32GB","2.202","80","300","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","RTX-3090","1.177","82","350","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","V100-32GB","2.546","80","300","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","MI250X-128GB","4.437","92","560","0.15"
"Google Cloud","Las Vegas, Nevada, North America","us-west4","Las Vegas, Nevada, North America","36.1699","-115.1398","H100-80GB","4.659","100","450","0.15"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","L4-24GB","0.964","65","72","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","RTX-3080","1.076","78","320","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","MI250X-128GB","3.477","92","560","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","P40-24GB","1.340","70","250","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","T4-16GB","0.748","60","70","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","H100-80GB","4.080","100","450","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","RTX-3090","1.029","82","350","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","H100-80GB","4.903","100","450","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","P40-24GB","1.525","70","250","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","A100-80GB","3.584","95","400","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","P4-8GB","0.472","50","75","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","T4-16GB","0.854","60","70","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","H100-80GB","4.104","100","450","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","A100-40GB","3.034","90","350","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","MI250X-128GB","3.696","92","560","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","RTX-3090","1.169","82","350","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","V100-16GB","2.248","75","250","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","P4-8GB","0.536","50","75","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","H100-80GB","4.166","100","450","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","V100-32GB","2.089","80","300","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","P40-24GB","1.537","70","250","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","L4-24GB","0.886","65","72","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","MI250X-128GB","3.528","92","560","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","P4-8GB","0.536","50","75","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","L40-48GB","2.440","85","300","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","P4-8GB","0.503","50","75","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","V100-32GB","2.073","80","300","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","K80-12GB","0.565","45","300","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","A100-40GB","2.420","90","350","0.12"
"AWS","Virginia, United States of America","us-east-1","Virginia, United States of America","39.0438","-77.4874","H100-80GB","4.371","100","450","0.12"
"AWS","Maryland, United States of America","us-east-1","Maryland, United States of America","40","-95","V100-16GB","2.212","75","250","0.13"
"AWS","Maryland, United States of America","us-east-1","Maryland, United States of America","40","-95","L40-48GB","2.339","85","300","0.13"
"AWS","Maryland, United States of America","us-east-1","Maryland, United States of America","40","-95","P4-8GB","0.502","50","75","0.13"
"AWS","Maryland, United States of America","us-east-1","Maryland, United States of America","40","-95","A100-40GB","2.804","90","350","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","L40-48GB","1.702","85","300","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","RTX-3080","0.803","78","320","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","P4-8GB","0.422","50","75","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","V100-16GB","1.719","75","250","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","MI250X-128GB","3.063","92","560","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","L40-48GB","1.628","85","300","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","K80-12GB","0.536","45","300","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","H100-80GB","3.542","100","450","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","RTX-3090","1.116","82","350","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","RTX-3080","0.815","78","320","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","A100-80GB","3.053","95","400","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","L40-48GB","2.068","85","300","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","K80-12GB","0.470","45","300","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","RTX-3090","0.899","82","350","0.13"
"AWS","Ohio, United States of America","us-east-2","Ohio, United States of America","39.9612","-82.9988","T4-16GB","0.772","60","70","0.13"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","A100-40GB","3.120","90","350","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","T4-16GB","0.740","60","70","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","L40-48GB","2.432","85","300","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","MI250X-128GB","3.463","92","560","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","RTX-3080","0.855","78","320","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","V100-16GB","1.916","75","250","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","L40-48GB","2.013","85","300","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","RTX-4090","1.724","88","450","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","H100-80GB","4.240","100","450","0.22"
"AWS","California, United States of America","us-west-1","California, United States of America","37.7749","-122.4194","RTX-3090","1.306","82","350","0.22"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","A100-80GB","2.944","95","400","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","RTX-3090","0.922","82","350","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","MI250X-128GB","3.065","92","560","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","K80-12GB","0.505","45","300","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","H100-80GB","3.291","100","450","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","P4-8GB","0.395","50","75","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","A100-40GB","2.552","90","350","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","K80-12GB","0.505","45","300","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","RTX-4090","1.454","88","450","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","V100-32GB","1.915","80","300","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","RTX-4090","1.134","88","450","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","L4-24GB","0.801","65","72","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","RTX-3080","0.773","78","320","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","H100-80GB","3.881","100","450","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","K80-12GB","0.543","45","300","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","RTX-3090","1.170","82","350","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","RTX-3080","0.828","78","320","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","A100-40GB","2.369","90","350","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","RTX-4090","1.379","88","450","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","V100-16GB","1.760","75","250","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","RTX-3090","0.986","82","350","0.09"
"AWS","Oregon, United States of America","us-west-2","Oregon, United States of America","45.5945","-121.1787","P40-24GB","1.090","70","250","0.09"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","L40-48GB","2.260","85","300","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","V100-16GB","2.144","75","250","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","P4-8GB","0.531","50","75","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","L40-48GB","1.967","85","300","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","P40-24GB","1.395","70","250","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","V100-16GB","2.065","75","250","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","P4-8GB","0.526","50","75","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","RTX-4090","1.513","88","450","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","A100-80GB","3.549","95","400","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","MI250X-128GB","4.078","92","560","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","T4-16GB","0.841","60","70","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","V100-32GB","2.522","80","300","0.14"
"AWS","Canada","ca-central-1","Canada","43.6532","-79.3832","RTX-4090","1.536","88","450","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","V100-32GB","2.313","80","300","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","L40-48GB","2.038","85","300","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","K80-12GB","0.615","45","300","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","V100-16GB","1.805","75","250","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","T4-16GB","0.690","60","70","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","L40-48GB","1.980","85","300","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","P4-8GB","0.492","50","75","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","RTX-4090","1.306","88","450","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","A100-80GB","3.593","95","400","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","RTX-3090","1.294","82","350","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","A100-80GB","2.939","95","400","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","RTX-4090","1.408","88","450","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","MI250X-128GB","3.498","92","560","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","T4-16GB","0.771","60","70","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","H100-80GB","4.624","100","450","0.14"
"AWS","Canada","ca-west-1","Canada","43.6532","-79.3832","RTX-3090","1.055","82","350","0.14"
"AWS","Mexico","mx-central-1","Mexico","40","-95","RTX-3090","1.193","82","350","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","A100-80GB","3.014","95","400","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","K80-12GB","0.512","45","300","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","P40-24GB","1.584","70","250","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","A100-40GB","2.553","90","350","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","H100-80GB","4.968","100","450","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","A100-80GB","3.204","95","400","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","RTX-3090","1.069","82","350","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","T4-16GB","0.873","60","70","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","P4-8GB","0.519","50","75","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","L40-48GB","2.157","85","300","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","H100-80GB","4.243","100","450","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","L4-24GB","0.796","65","72","0.15"
"AWS","Mexico","mx-central-1","Mexico","40","-95","A100-40GB","2.665","90","350","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","L4-24GB","0.834","65","72","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","RTX-3080","1.129","78","320","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","V100-32GB","2.092","80","300","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","L40-48GB","1.903","85","300","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","A100-80GB","3.215","95","400","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","A100-40GB","2.447","90","350","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","RTX-4090","1.547","88","450","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","A100-40GB","2.568","90","350","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","P40-24GB","1.286","70","250","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","T4-16GB","0.742","60","70","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","K80-12GB","0.561","45","300","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","A100-40GB","2.879","90","350","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","H100-80GB","3.904","100","450","0.15"
"AWS","South Africa","af-south-1","South Africa","-26.2041","28.0473","L40-48GB","1.969","85","300","0.15"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","P4-8GB","0.618","50","75","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","A100-40GB","2.747","90","350","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","L40-48GB","2.269","85","300","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","K80-12GB","0.683","45","300","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","H100-80GB","5.032","100","450","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","A100-40GB","2.754","90","350","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","P4-8GB","0.652","50","75","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","RTX-3090","1.343","82","350","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","V100-32GB","2.934","80","300","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","L4-24GB","0.999","65","72","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","RTX-3090","1.439","82","350","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","P4-8GB","0.591","50","75","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","K80-12GB","0.778","45","300","0.18"
"AWS","Hong Kong","ap-east-1","Hong Kong","22.3193","114.1694","V100-32GB","2.394","80","300","0.18"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","A100-40GB","3.181","90","350","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","V100-16GB","2.272","75","250","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","RTX-3080","0.988","78","320","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","V100-32GB","2.302","80","300","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","P4-8GB","0.547","50","75","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","L4-24GB","0.799","65","72","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","L4-24GB","0.971","65","72","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","A100-40GB","2.928","90","350","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","A100-80GB","3.443","95","400","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","RTX-4090","1.412","88","450","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","MI250X-128GB","3.765","92","560","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","RTX-3090","1.139","82","350","0.15"
"AWS","Taiwan","ap-east-2","Taiwan","40","-95","T4-16GB","0.785","60","70","0.15"
"AWS","Japan","ap-northeast-1","Japan","40","-95","RTX-3090","1.323","82","350","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","RTX-4090","1.650","88","450","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","H100-80GB","4.544","100","450","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","A100-80GB","2.872","95","400","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","RTX-3080","0.961","78","320","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","MI250X-128GB","3.351","92","560","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","H100-80GB","3.998","100","450","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","V100-16GB","2.064","75","250","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","K80-12GB","0.600","45","300","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","RTX-4090","1.405","88","450","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","L40-48GB","2.505","85","300","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","P40-24GB","1.224","70","250","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","H100-80GB","4.289","100","450","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","V100-32GB","2.248","80","300","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","MI250X-128GB","3.693","92","560","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","H100-80GB","4.735","100","450","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","K80-12GB","0.632","45","300","0.24"
"AWS","Japan","ap-northeast-1","Japan","40","-95","L4-24GB","0.884","65","72","0.24"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","MI250X-128GB","3.936","92","560","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","RTX-4090","1.444","88","450","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","P4-8GB","0.572","50","75","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","A100-80GB","2.772","95","400","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","P40-24GB","1.466","70","250","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","V100-16GB","2.067","75","250","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","K80-12GB","0.647","45","300","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","MI250X-128GB","3.276","92","560","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","RTX-4090","1.430","88","450","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","L4-24GB","0.934","65","72","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","P4-8GB","0.566","50","75","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","H100-80GB","4.101","100","450","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","T4-16GB","0.853","60","70","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","L40-48GB","2.175","85","300","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","H100-80GB","4.655","100","450","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","P4-8GB","0.473","50","75","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","RTX-4090","1.629","88","450","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","A100-40GB","2.554","90","350","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","L40-48GB","2.384","85","300","0.22"
"AWS","South Korea","ap-northeast-2","South Korea","40","-95","T4-16GB","0.775","60","70","0.22"
"AWS","Japan","ap-northeast-3","Japan","40","-95","RTX-4090","1.521","88","450","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","A100-40GB","2.500","90","350","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","L4-24GB","1.027","65","72","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","L40-48GB","2.321","85","300","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","T4-16GB","0.845","60","70","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","L4-24GB","0.858","65","72","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","RTX-3090","1.214","82","350","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","A100-80GB","3.247","95","400","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","MI250X-128GB","4.199","92","560","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","A100-40GB","2.819","90","350","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","P40-24GB","1.584","70","250","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","A100-80GB","3.479","95","400","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","RTX-4090","1.542","88","450","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","L40-48GB","2.198","85","300","0.24"
"AWS","Japan","ap-northeast-3","Japan","40","-95","MI250X-128GB","3.375","92","560","0.24"
"AWS","India","ap-south-1","India","18.5204","78.2192","K80-12GB","0.531","45","300","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","P40-24GB","1.299","70","250","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","MI250X-128GB","3.204","92","560","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","V100-32GB","1.914","80","300","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","T4-16GB","0.694","60","70","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","H100-80GB","3.423","100","450","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","T4-16GB","0.697","60","70","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","L4-24GB","0.692","65","72","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","V100-16GB","1.855","75","250","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","P4-8GB","0.472","50","75","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","RTX-3090","0.987","82","350","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","MI250X-128GB","3.217","92","560","0.08"
"AWS","India","ap-south-1","India","18.5204","78.2192","L4-24GB","0.859","65","72","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","RTX-3090","1.159","82","350","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","V100-16GB","1.548","75","250","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","A100-40GB","2.203","90","350","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","A100-80GB","2.939","95","400","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","RTX-4090","1.411","88","450","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","RTX-3080","0.867","78","320","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","RTX-3080","0.821","78","320","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","L40-48GB","1.688","85","300","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","A100-80GB","2.345","95","400","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","K80-12GB","0.477","45","300","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","T4-16GB","0.643","60","70","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","V100-32GB","2.343","80","300","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","L40-48GB","1.929","85","300","0.08"
"AWS","India","ap-south-2","India","18.5204","78.2192","P40-24GB","1.065","70","250","0.08"
